"name","prompt","negative_prompt","description","category"
"CLOTHES_Dress_Gothic","(gothic dress:1.2), black lace dress, dark lace, gothic fashion, victorian gothic dress, dark lolita adjacent","pastel, bright colors, casual shorts","Gothic dress. Combos: OUTFIT_Gothic; OUTFIT_Lolita_Gothic; STYLE_Dark_Gothic; SCENE_Gothic_Castle.","CLOTHES"
"CLOTHES_Dress_Sundress","(sundress:1.2), floral sundress, summer dress, thin strap dress, breezy summer dress, floral print","winter clothes, armor, gothic","Light sundress. Combos: ATMOSPHERE_Season_Summer_Beach; SCENE_Garden_Flower; MOOD_Dreamy; LIGHTING_Golden_Hour_Sunset.","CLOTHES"
"CLOTHES_Fishnets","(fishnet stockings:1.3), fishnet tights, fishnet legwear, mesh stockings, sheer fishnet","plain tights, bare legs, no legwear","Fishnet stockings/tights. Combos: ARCHETYPE_Bunny_Girl; OUTFIT_Gothic; ARCHETYPE_Gyaru; OUTFIT_Streetwear.","CLOTHES"
"CLOTHES_Gloves_Elbow","(elbow-length gloves:1.2), long gloves, formal gloves, opera gloves, satin gloves","bare hands, gauntlets, short gloves","Elbow-length formal gloves. Combos: OUTFIT_Evening_Dress; ARCHETYPE_Aristocrat_Noble; MOOD_Elegant. Conflicts: ARCHETYPE_Warrior.","CLOTHES"
"CLOTHES_Hakama","(hakama:1.3), traditional hakama, wide-leg hakama pants, hakama over kimono, martial arts hakama, dojo wear","western, modern, casual jeans","Traditional Japanese hakama. Combos: ARCHETYPE_Shrine_Maiden; ERA_Feudal_Japan; SCENE_Japanese_Night; ARCHETYPE_Samurai.","CLOTHES"
"CLOTHES_Heels_Stiletto","(high heels:1.2), stiletto heels, pointed toe heels, sharp heels, dress shoes heels, formal heels","sneakers, boots, bare feet, flat shoes","Stiletto heels. Combos: OUTFIT_Evening_Dress; ARCHETYPE_Office_Lady; MOOD_Confident. Conflicts: ACTIVITY_Running.","CLOTHES"
"CLOTHES_Hoodie_Oversized","(oversized hoodie:1.2), baggy hoodie, large hoodie, cozy hoodie, casual sweatshirt hoodie, hood up optional","formal, armor, gown, suit","Oversized hoodie. Combos: OUTFIT_Streetwear; MOOD_Sleepy; ACTIVITY_Gaming; SCENE_Bedroom. Casual modern staple.","CLOTHES"
"CLOTHES_Jacket_Bomber","(bomber jacket:1.2), flight jacket, MA-1 jacket, varsity bomber, satin bomber jacket","armor, trench coat, formal suit","Bomber jacket. Combos: OUTFIT_Streetwear; HAIR_Undercut; MOOD_Confident; STYLE_80s_Synthwave_Neon.","CLOTHES"
"CLOTHES_Jacket_Leather","(leather jacket:1.3), biker jacket, black leather jacket, moto jacket, studded jacket","armor, formal suit, maid outfit","Leather jacket. Combos: OUTFIT_Streetwear; VEHICLE_Motorcycle; MOOD_Fierce; STYLE_80s_VHS. Conflicts: ARCHETYPE_Maid.","CLOTHES"
"CLOTHES_Jumpsuit","1girl, (jumpsuit:1.3), (one-piece suit:1.2), zip-up jumpsuit, fitted jumpsuit, coverall suit, mechanic jumpsuit, utility suit","skirt, dress, separated top and bottom","Jumpsuit / one-piece suit. R34 8,508 posts. Combos: ARCHETYPE_Android; SCENE_Spaceship; SCENE_Laboratory; STYLE_Action_Game_Art.","CLOTHES"
"CLOTHES_Kimono","(kimono:1.3), traditional kimono, silk kimono, floral kimono pattern, obi belt, japanese kimono","modern, western, armor, casual","Traditional kimono. Combos: SCENE_Japanese_Night; SCENE_Hot_Spring; ERA_Feudal_Japan; ARCHETYPE_Geisha.","CLOTHES"
"CLOTHES_Mary_Janes","(mary jane shoes:1.2), mary jane heels, classic mary jane, buckle shoes, round toe mary jane","boots, sneakers, bare feet","Mary Jane shoes. Combos: OUTFIT_Lolita_Gothic; ARCHETYPE_Magical_Girl; OUTFIT_School_Uniform.","CLOTHES"
"CLOTHES_Overalls","1girl, (overalls:1.3), (dungarees:1.2), bib overalls, overall shorts, denim overalls, suspender overalls, open-sided overalls","formal, dress, suit, uniform","Overalls / dungarees. Combos: HAIR_Twin_Tails; SCENE_Farm (SFW); casual country aesthetic; ARCHETYPE_Cowgirl_Western.","CLOTHES"
"CLOTHES_Pantyhose","(pantyhose:1.2), sheer tights, semi-opaque tights, nylon legwear, smooth pantyhose","bare legs, fishnet, boots only","Pantyhose/tights. Combos: OUTFIT_Business_Suit; ARCHETYPE_Office_Lady; OUTFIT_Evening_Dress. Universal legwear.","CLOTHES"
"CLOTHES_Scarf","(scarf:1.2), wool scarf, long scarf, wrapped scarf, neck scarf, flowing scarf","no neck, bare neck, armor","Scarf accessory. Combos: OUTFIT_Winter_Coat; ATMOSPHERE_Season_Autumn_Leaves; ATMOSPHERE_Season_Winter_Snow; MOOD_Melancholic.","CLOTHES"
"CLOTHES_Shirt_Button_Open","(open button shirt:1.2), unbuttoned shirt, casual open collar, relaxed button-down, shirt open at chest","armor, formal suit, turtleneck","Open button-down shirt. Combos: OUTFIT_Casual; MOOD_Confident; BODY_Male_Average; SCENE_Beach.","CLOTHES"
"CLOTHES_Shorts_Denim","(denim shorts:1.2), jean shorts, short denim, cutoff shorts, summer denim shorts","long pants, skirt, armor","Denim shorts. Combos: OUTFIT_Casual; ATMOSPHERE_Season_Summer_Beach; SCENE_Beach; MOOD_Playful.","CLOTHES"
"CLOTHES_Skirt_Mini","(mini skirt:1.2), short skirt, above-knee skirt, pleated mini, tight mini skirt","long skirt, pants, armor","Mini skirt. Combos: ARCHETYPE_Idol; ARCHETYPE_Cheerleader; OUTFIT_School_Uniform; MOOD_Confident.","CLOTHES"
"CLOTHES_Skirt_Pleated","(pleated skirt:1.2), school pleated skirt, flowy pleated skirt, knife pleats, accordion pleat skirt","pants, shorts, tight skirt","Pleated skirt. Combos: OUTFIT_School_Uniform; ARCHETYPE_Idol; ACTIVITY_Dancing.","CLOTHES"
"CLOTHES_Sneakers","(sneakers:1.2), casual sneakers, trainers, athletic shoes, canvas shoes, running shoes","heels, boots, bare feet","Sneakers footwear. Combos: OUTFIT_Streetwear; OUTFIT_Sportswear; ACTIVITY_Running; MOOD_Playful.","CLOTHES"
"CLOTHES_Socks_Knee_High","(knee-high socks:1.2), over-knee socks, tall socks, school socks, white knee socks, striped tall socks","bare legs, tights, boots","Knee-high socks. Combos: OUTFIT_School_Uniform; ARCHETYPE_Magical_Girl; OUTFIT_Lolita_Gothic.","CLOTHES"
"CLOTHES_Sweater_Turtleneck","(turtleneck sweater:1.2), roll-neck, polo neck, knit turtleneck, cozy turtleneck, ribbed turtleneck","open collar, armor, tank top","Turtleneck sweater. Combos: MOOD_Mysterious; MOOD_Elegant; OUTFIT_Dark_Academia; STYLE_Film_Noir_Classic.","CLOTHES"
"CLOTHES_Tank_Top","(tank top:1.2), sleeveless top, fitted tank, sports tank, casual tank top, athletic tank","armor, gown, hoodie, jacket","Casual tank top. Combos: OUTFIT_Sportswear; BODY_Muscular_Fit; ACTIVITY_Stretching; ATMOSPHERE_Season_Summer_Beach.","CLOTHES"
"CLOTHES_Uniform_School","(school uniform:1.2), sailor uniform, blazer school uniform, school tie, school skirt, school blouse","casual, armor, gothic","School uniform (ensure adult context). Combos: ARCHETYPE_Teacher; SCENE_School_Classroom; ACTIVITY_Studying.","CLOTHES"
"CLOTHES_Yukata","(yukata:1.3), summer yukata, cotton yukata, festival yukata, floral yukata, loose yukata, obi tie","formal kimono, western, armor","Casual summer yukata. Combos: SCENE_Summer_Festival; SCENE_Hot_Spring; ATMOSPHERE_Season_Summer_Beach. Lighter than kimono.","CLOTHES"
"COMPANION_Baby_Dragon","(baby dragon companion:1.2), small dragon, dragon hatchling, tiny winged lizard, fire-breathing baby, dragon on shoulder, egg nearby","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Baby dragon companion. Combos: SCENE_Dragon_Lair; ARCHETYPE_Male_Mage; THEME_Fantasy_Adventure.","COMPANION"
"COMPANION_Bat","(bat companion:1.3), (small bat:1.2), bat perched on shoulder, vampire bat familiar, cute bat, dark familiar bat, gothic companion","no bat, no companion","Bat companion. Combos: ARCHETYPE_Vampire_Hunter; ARCHETYPE_Witch; SCENE_Foggy_Cemetery; LIGHTING_Night_Moonlit.","COMPANION"
"COMPANION_Bunny","(rabbit companion:1.2), pet rabbit, bunny held, small rabbit, white rabbit","no rabbit, no bunny","Soft and cute. Combos: ARCHETYPE_Magical_Girl; SCENE_Garden_Flower.","COMPANION"
"COMPANION_Cat","cat companion, cat sitting nearby, cat on shoulder, fluffy cat, feline companion, cat looking at viewer","dog, dragon, alone","Cat companion. Combos: ARCHETYPE_Catgirl; MOOD_Playful; SCENE_Bedroom. Adds warmth.","COMPANION"
"COMPANION_Crow_Raven","(raven companion:1.2), crow on shoulder, black bird familiar, dark bird perched","no bird, no crow","Ominous companion. Combos: ARCHETYPE_Witch; SCENE_Gothic_Castle; MOOD_Mysterious.","COMPANION"
"COMPANION_Deer","(deer companion:1.2), young deer, fawn companion, gentle deer, magical deer, standing deer beside character","wolf, predator, monster","Deer/fawn companion. Combos: SCENE_Forest_Outdoor; ARCHETYPE_Elf_Ranger; MOOD_Serene; THEME_Nature_Harmony.","COMPANION"
"COMPANION_Dog","dog companion, puppy, dog by side, fluffy dog, loyal companion, dog looking up","cat, dragon, alone","Dog companion. Combos: ACTIVITY_Running; SCENE_Forest_Outdoor; MOOD_Playful. Conflicts: COMPANION_Cat.","COMPANION"
"COMPANION_Familiar_Spirit","spirit companion, magical familiar, glowing orb spirit, fairy companion, ethereal spirit, floating companion","realistic, mundane","Magical spirit. Combos: ARCHETYPE_Magical_Girl; ARCHETYPE_Witch; LIGHTING_Volumetric_Rays.","COMPANION"
"COMPANION_Fox","(fox companion:1.2), pet fox, fox sitting nearby, small fox, fox familiar","no fox, cat, dog","Fox companion. Combos: RACE_Fox_Spirit; SCENE_Forest_Outdoor.","COMPANION"
"COMPANION_Horse","(horse companion:1.2), loyal horse, steed beside character, cavalry horse, horse nuzzling, faithful mount, war horse at rest","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Horse companion. Combos: ARCHETYPE_Male_Warrior; SCENE_Battlefield_Ancient.","COMPANION"
"COMPANION_Jellyfish","(jellyfish companion:1.2), glowing jellyfish floating, bioluminescent jellyfish, magical jellyfish, ethereal jellyfish","land animal, solid, non-water","Glowing jellyfish companion. Combos: LIGHTING_Underwater; LIGHTING_Bioluminescent_Glow; RACE_Mermaid.","COMPANION"
"COMPANION_Kitsune_Fox","(spirit fox companion:1.2), nine-tail fox spirit, kitsune companion, magical fox, ethereal fox with glow","mundane, modern, mechanical","Kitsune/spirit fox companion. Combos: RACE_Kitsune; SCENE_Japanese_Night; LIGHTING_Lantern_Warm; ERA_Feudal_Japan.","COMPANION"
"COMPANION_Koi_Fish","(koi fish:1.3), (koi pond:1.2), colorful koi, koi swimming near, ornamental fish, japanese koi, pond fish companion","no fish, no water, no pond","Koi fish companion/scene. Combos: SCENE_Garden_Flower; SCENE_Hot_Spring; OUTFIT_Traditional_Japanese; MOOD_Serene.","COMPANION"
"COMPANION_Mechanical","(mechanical companion:1.2), small robot, drone companion, floating robot, mechanical familiar","organic, living creature","Sci-fi companion. Combos: ARCHETYPE_Hacker_Netrunner; SCENE_Cyberpunk_City.","COMPANION"
"COMPANION_Owl","(owl companion:1.2), owl on shoulder, perched owl, wise owl familiar, owl bird","no owl, no bird","Scholarly/magical companion. Combos: ARCHETYPE_Witch; ARCHETYPE_Librarian.","COMPANION"
"COMPANION_Phoenix","(phoenix companion:1.3), (fire bird:1.2), flaming phoenix bird, rebirth bird companion, fire feathers, mythical phoenix beside character","no phoenix, no fire bird","Phoenix companion. Combos: ARCHETYPE_Mage; SCENE_Wizard_Tower; ATMOSPHERE_Fire_Embers; MOOD_Righteous_Fury.","COMPANION"
"COMPANION_Small_Dragon","small dragon companion, tiny dragon on shoulder, baby dragon, cute dragon familiar, pocket dragon","large dragon, cat, dog","Mini dragon familiar. Combos: ARCHETYPE_Witch; ARCHETYPE_Warrior; SCENE_Fantasy_Ruins.","COMPANION"
"COMPANION_Snake","(pet snake:1.2), snake wrapped around arm, serpent companion, snake charmer, exotic reptile, coiled snake, scaled companion","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Snake companion. Combos: ARCHETYPE_Alchemist; SCENE_Ancient_Egypt_Temple.","COMPANION"
"COMPANION_Tiger","(tiger companion:1.2), large tiger, white tiger, striped tiger, powerful tiger, companion big cat","small animal, pet, domestic","Tiger companion. Combos: ARCHETYPE_Warrior; MOOD_Fierce; SCENE_Ancient_Temple_Interior; THEME_Mythological.","COMPANION"
"COMPANION_Wolf_Dire","(dire wolf companion:1.2), large wolf companion, wolf mount, loyal wolf beast, wolf ally","small animal, cat, domestic","Epic scale companion. Combos: ARCHETYPE_Warrior; ERA_Medieval_Fantasy.","COMPANION"
"DYNAMICS_Floating_Gravity","(floating:1.3), zero gravity, levitating, weightless, hair floating up, clothes floating, suspended in air, anti-gravity","standing grounded, normal gravity","Zero gravity/levitation. Combos: ARCHETYPE_Magical_Girl; ACTIVITY_Magic_Casting; LIGHTING_Volumetric_Rays.","DYNAMICS"
"DYNAMICS_Flying_Debris","(flying debris:1.2), petals in wind, leaves swirling, sparks flying, paper scraps airborne, embers, floating particles","clean empty air, no particles","Floating debris/particles. Combos: ACTIVITY_Fighting_Pose; SCENE_Fantasy_Ruins; WEATHER_Windy.","DYNAMICS"
"DYNAMICS_Motion_Blur","(motion blur:1.3), speed blur, movement blur, action blur, dynamic motion, fast movement implied","static, still, no movement","Speed/action blur. Combos: ACTIVITY_Running; ACTIVITY_Fighting_Pose; ACTIVITY_Dancing.","DYNAMICS"
"DYNAMICS_Splash_Water","(water splash:1.3), splashing water, water droplets, water impact, wet spray, water dynamics","dry, still water, no splash","Water splash dynamics. Combos: SCENE_Beach; SCENE_Hot_Spring; SEASON_Summer_Beach.","DYNAMICS"
"DYNAMICS_Wind_Hair_Clothes","(hair blowing in wind:1.3), wind effect on clothing, fabric billowing, wind-blown hair, clothes fluttering, dynamic wind, dramatic wind effect","still, static, calm, no movement","Character wind effect. Combos: SCENE_Mountain_Top; ARCHETYPE_Warrior; ACTIVITY_Gazing_Horizon. Adds cinematic drama. Conflicts: ACTIVITY_Sitting_Relaxed.","DYNAMICS"
"EFFECTS_Blood_Splatter","(stylized blood splatter:1.2), action movie blood spray, comic book blood, red splash effect, graphic novel blood, dramatic wound, not photorealistic","cute, clean, bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Stylized (not photorealistic) blood effect. For horror/action. Combos: THEME_Horror_Slasher; STYLE_Comic_Book_Western.","EFFECTS"
"EFFECTS_Glitch_Digital","(digital glitch effect:1.2), pixel corruption, data glitch, digital artifact, scan line errors, RGB split, corrupted image effect","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Digital glitch visual effect. Combos: STYLE_80s_VHS; THEME_SciFi_Cyberpunk; ARCHETYPE_Hacker_Netrunner.","EFFECTS"
"EFFECTS_Particle_Magic","(magical particles:1.2), sparkle particles, magical energy motes, glowing dust particles, arcane sparks, particle effect, light motes","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Magic particle visual effect. Combos: ARCHETYPE_Male_Mage; ATMOSPHERE_Magical_Sparkles; POSE_Casting_Spell.","EFFECTS"
"ERA_Ancient_China","(ancient china aesthetic:1.2), han dynasty, tang dynasty, ancient chinese setting, imperial china, silk road era china","modern, futuristic, western","Ancient China historical era. Combos: OUTFIT_Traditional_Chinese; OUTFIT_Hanfu; ARCHETYPE_Warrior; SCENE_Ancient_Temple_Interior.","ERA"
"ERA_Ancient_Egypt","ancient Egypt era, (pharaonic Egypt:1.2), hieroglyphs, pyramids, linen clothing, Egyptian jewelry, Nile civilization, ancient Egyptian","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient Egypt era setting. Combos: SCENE_Ancient_Egypt_Temple; THEME_Historical_Ancient.","ERA"
"ERA_Ancient_Greece","ancient Greece era, (Hellenic period:1.2), chiton garment, Greek mythology, city-state culture, polis, Olympic games era, philosophy age","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient Greece era setting. Combos: SCENE_Ancient_Greece_Agora; THEME_Fantasy_Mythology.","ERA"
"ERA_Ancient_Rome","ancient Rome era, (Roman Empire:1.2), toga and tunica, Roman legionary, Senate, gladiatorial, classical architecture, Pax Romana","bad anatomy, bad hands, extra fingers, extra limbs, blurry, jpeg artifacts, text, watermark, low quality","Ancient Rome era setting. Combos: SCENE_Ancient_Rome_Forum; ARCHETYPE_Gladiator.","ERA"
